case_id,family,n,algorithm,measured_run_count,median_time_ns,q1_time_ns,q3_time_ns,iqr_time_ns,mean_time_ns,stdev_time_ns,all_correct,error_count
incremental_valid_n256_007,incremental_valid,256,simplified_jordan_paper_ordinary_list,20,6873416.5,6838729.0,6927125.0,88396.0,6886389.65,72846.30137724726,True,0
incremental_valid_n256_007,incremental_valid,256,simplified_jordan_reference,20,7941583.5,7904437.5,7980437.5,76000.0,7941500.05,44149.886568936956,True,0
incremental_valid_n256_008,incremental_valid,256,python_sort,20,5208.0,5146.0,5375.0,229.0,5595.9,1195.0619406981646,True,0
incremental_valid_n256_008,incremental_valid,256,simplified_jordan_paper_ordinary_list,20,7256021.5,7193021.0,7305333.5,112312.5,7256760.7,86022.53603813119,True,0
incremental_valid_n256_008,incremental_valid,256,simplified_jordan_reference,20,7966999.5,7942083.5,7989646.0,47562.5,7973187.45,40693.58697112256,True,0
incremental_valid_n256_009,incremental_valid,256,python_sort,20,5312.5,5250.0,5479.0,229.0,5352,168.4411501166849,True,0
incremental_valid_n256_009,incremental_valid,256,simplified_jordan_paper_ordinary_list,20,6804812.5,6749562.5,6861896.0,112333.5,6803833.45,73586.16985153135,True,0
incremental_valid_n256_009,incremental_valid,256,simplified_jordan_reference,20,7946916.5,7914958.0,7960291.5,45333.5,7941779.1,33133.20511590497,True,0
incremental_valid_n256_010,incremental_valid,256,python_sort,20,4958.0,4729.5,5042.0,312.5,5075.15,702.6577571508127,True,0
incremental_valid_n256_010,incremental_valid,256,simplified_jordan_paper_ordinary_list,20,6637687.0,6603270.5,6697916.0,94645.5,6654679,63681.70569158362,True,0
incremental_valid_n256_010,incremental_valid,256,simplified_jordan_reference,20,7856083.5,7829396.0,7887187.5,57791.5,7860404.15,37501.36643303464,True,0
incremental_valid_n32_001,incremental_valid,32,python_sort,20,833.0,792.0,834.0,42.0,829.3,58.794109980686436,True,0
incremental_valid_n32_001,incremental_valid,32,simplified_jordan_paper_ordinary_list,20,565187.5,561604.0,569062.5,7458.5,566800.05,9073.099380354515,True,0
incremental_valid_n32_001,incremental_valid,32,simplified_jordan_reference,20,180562.5,179437.5,185937.5,6500.0,182302.1,5682.7758960045685,True,0
incremental_valid_n32_002,incremental_valid,32,python_sort,20,834.0,833.0,875.0,42.0,852.1,41.48290706962771,True,0
incremental_valid_n32_002,incremental_valid,32,simplified_jordan_paper_ordinary_list,20,558854.5,553500.0,563646.0,10146.0,560502.3,9244.267453258177,True,0
incremental_valid_n32_002,incremental_valid,32,simplified_jordan_reference,20,185042.0,183874.5,187104.0,3229.5,186899.85,7190.718266407196,True,0
incremental_valid_n32_003,incremental_valid,32,python_sort,20,791.0,750.0,792.0,42.0,779.1,38.28274312340525,True,0
incremental_valid_n32_003,incremental_valid,32,simplified_jordan_paper_ordinary_list,20,608916.5,602291.5,610625.0,8333.5,608381.15,8647.376421569481,True,0
incremental_valid_n32_003,incremental_valid,32,simplified_jordan_reference,20,179853.5,177583.0,181187.5,3604.5,180472.8,5295.7894456475115,True,0
incremental_valid_n32_004,incremental_valid,32,python_sort,20,792.0,770.5,833.0,62.5,793.85,39.46254053229667,True,0
incremental_valid_n32_004,incremental_valid,32,simplified_jordan_paper_ordinary_list,20,601771.0,596313.0,609833.0,13520.0,603175.15,12650.803969771208,True,0
incremental_valid_n32_004,incremental_valid,32,simplified_jordan_reference,20,183937.5,182041.5,186333.0,4291.5,185591.55,6932.89645914014,True,0
incremental_valid_n32_005,incremental_valid,32,python_sort,20,750.0,709.0,791.5,82.5,756.3,56.09118515980545,True,0
incremental_valid_n32_005,incremental_valid,32,simplified_jordan_paper_ordinary_list,20,592375.0,589041.5,598916.5,9875.0,594358.15,7236.86405096194,True,0
incremental_valid_n32_005,incremental_valid,32,simplified_jordan_reference,20,179729.5,176354.0,180853.5,4499.5,179668.75,3898.4009525499177,True,0
incremental_valid_n32_006,incremental_valid,32,python_sort,20,792.0,770.5,834.0,63.5,823.05,105.44066677770165,True,0
incremental_valid_n32_006,incremental_valid,32,simplified_jordan_paper_ordinary_list,20,603458.5,599187.5,611208.5,12021.0,608697.95,16266.600248021938,True,0
incremental_valid_n32_006,incremental_valid,32,simplified_jordan_reference,20,183312.0,179667.0,187500.0,7833.0,184006.25,5541.748183940744,True,0
incremental_valid_n32_007,incremental_valid,32,python_sort,20,791.0,750.0,833.0,83.0,781.1,48.4441077835826,True,0
incremental_valid_n32_007,incremental_valid,32,simplified_jordan_paper_ordinary_list,20,572458.5,569812.5,576708.0,6895.5,575720.9,12887.994629437935,True,0
incremental_valid_n32_007,incremental_valid,32,simplified_jordan_reference,20,181646.0,178979.5,182458.0,3478.5,181693.9,5580.554904496977,True,0
incremental_valid_n32_008,incremental_valid,32,python_sort,20,750.0,709.0,770.5,61.5,743.85,43.19755719214248,True,0
incremental_valid_n32_008,incremental_valid,32,simplified_jordan_paper_ordinary_list,20,581437.5,575916.5,587271.5,11355.0,584279.3,13206.147448502115,True,0
incremental_valid_n32_008,incremental_valid,32,simplified_jordan_reference,20,182771.0,179021.0,191104.5,12083.5,184683.4,7306.0720845925935,True,0
incremental_valid_n32_009,incremental_valid,32,python_sort,20,791.0,750.0,812.5,62.5,781.25,42.39770971967335,True,0
incremental_valid_n32_009,incremental_valid,32,simplified_jordan_paper_ordinary_list,20,617104.5,613396.0,624291.5,10895.5,621543.85,17788.891383684546,True,0
incremental_valid_n32_009,incremental_valid,32,simplified_jordan_reference,20,180708.5,179021.5,182437.5,3416.0,181218.75,3939.0418134229976,True,0
incremental_valid_n32_010,incremental_valid,32,python_sort,20,750.0,729.5,791.0,61.5,754.15,40.33318471771953,True,0
incremental_valid_n32_010,incremental_valid,32,simplified_jordan_paper_ordinary_list,20,594167.0,588437.5,602479.0,14041.5,595929.2,13430.835384137112,True,0
incremental_valid_n32_010,incremental_valid,32,simplified_jordan_reference,20,178396.0,177208.5,180854.5,3646.0,179779.45,5246.927486634439,True,0
incremental_valid_n512_001,incremental_valid,512,python_sort,20,10333.5,10000.5,12604.5,2604.0,11416.8,1945.2521849770262,True,0
incremental_valid_n512_001,incremental_valid,512,simplified_jordan_paper_ordinary_list,20,18267146.0,18114125.0,18373875.0,259750.0,18241812.55,213963.49956906078,True,0
incremental_valid_n512_001,incremental_valid,512,simplified_jordan_reference,20,32743625.0,32661208.0,32825479.5,164271.5,32761937.5,118302.53352338923,True,0
incremental_valid_n512_002,incremental_valid,512,python_sort,20,10479.5,10375.0,12167.0,1792.0,11283.3,1514.7296823282745,True,0
incremental_valid_n512_002,incremental_valid,512,simplified_jordan_paper_ordinary_list,20,19855333.5,19653166.5,20028271.0,375104.5,19855068.85,192891.10432962593,True,0
incremental_valid_n512_002,incremental_valid,512,simplified_jordan_reference,20,33411687.5,33305187.5,33484541.5,179354.0,33405318.7,117989.0525475273,True,0
incremental_valid_n512_003,incremental_valid,512,python_sort,20,10583.5,10416.0,10958.5,542.5,10891.7,902.0001808845658,True,0
incremental_valid_n512_003,incremental_valid,512,simplified_jordan_paper_ordinary_list,20,18256333.0,18111167.0,18339437.5,228270.5,18217766.75,161017.31808227304,True,0
incremental_valid_n512_003,incremental_valid,512,simplified_jordan_reference,20,32897396.0,32818979.0,32943791.5,124812.5,32883252.05,100638.550953125,True,0
incremental_valid_n512_004,incremental_valid,512,python_sort,20,10792.0,10520.5,11584.0,1063.5,11047.95,645.3241922924436,True,0
incremental_valid_n512_004,incremental_valid,512,simplified_jordan_paper_ordinary_list,20,18758708.0,18574458.5,18868645.5,294187.0,18731818.65,148694.8384349196,True,0
incremental_valid_n512_004,incremental_valid,512,simplified_jordan_reference,20,32960166.5,32916916.5,33017771.5,100855.0,33030604.25,350591.8152680325,True,0
incremental_valid_n512_005,incremental_valid,512,python_sort,20,10583.5,10271.0,10791.5,520.5,11045.9,1528.8311978694533,True,0
incremental_valid_n512_005,incremental_valid,512,simplified_jordan_paper_ordinary_list,20,19158250.0,18970291.5,19218750.0,248458.5,19092391.5,165311.55036141525,True,0
incremental_valid_n512_005,incremental_valid,512,simplified_jordan_reference,20,33210292.0,33149750.0,33273562.0,123812.0,33218220.9,100676.358982058,True,0
incremental_valid_n512_006,incremental_valid,512,python_sort,20,10583.0,10271.0,10792.0,521.0,10610.5,425.3072573538979,True,0
incremental_valid_n512_006,incremental_valid,512,simplified_jordan_paper_ordinary_list,20,19395896.0,19330812.5,19476145.5,145333.0,19395735.4,154912.8034311051,True,0
incremental_valid_n512_006,incremental_valid,512,simplified_jordan_reference,20,33011645.5,32980292.0,33042354.0,62062.0,33016956.15,92886.05403355061,True,0
incremental_valid_n512_007,incremental_valid,512,python_sort,20,11187.5,10792.0,13104.5,2312.5,11939.65,1581.500895219142,True,0
incremental_valid_n512_007,incremental_valid,512,simplified_jordan_paper_ordinary_list,20,18674666.5,18548229.0,18787896.0,239667.0,18670323,140387.12234727005,True,0
incremental_valid_n512_007,incremental_valid,512,simplified_jordan_reference,20,33076604.0,33017833.0,33170416.0,152583.0,33094293.7,94805.53094852419,True,0
incremental_valid_n512_008,incremental_valid,512,python_sort,20,10646.0,10458.0,11020.5,562.5,10933.3,859.8703757880572,True,0
incremental_valid_n512_008,incremental_valid,512,simplified_jordan_paper_ordinary_list,20,18830874.5,18698271.0,18890083.0,191812.0,18800247.8,137665.07058632135,True,0
incremental_valid_n512_008,incremental_valid,512,simplified_jordan_reference,20,33017271.0,32965937.5,33058875.0,92937.5,33017266.65,71523.25090727306,True,0
incremental_valid_n512_009,incremental_valid,512,python_sort,20,11208.5,10542.0,11729.0,1187.0,11531.35,1372.431122804385,True,0
incremental_valid_n512_009,incremental_valid,512,simplified_jordan_paper_ordinary_list,20,18508917.0,18386833.0,18617937.5,231104.5,18510995.85,133662.04370696898,True,0
incremental_valid_n512_009,incremental_valid,512,simplified_jordan_reference,20,32745104.5,32669063.0,32814395.5,145332.5,32751456.25,111811.07432341066,True,0
incremental_valid_n512_010,incremental_valid,512,python_sort,20,10875.0,10687.0,11125.0,438.0,11433.25,1609.0374656264141,True,0
incremental_valid_n512_010,incremental_valid,512,simplified_jordan_paper_ordinary_list,20,19113666.5,18967541.5,19180271.0,212729.5,19098039.45,163782.77416346804,True,0
incremental_valid_n512_010,incremental_valid,512,simplified_jordan_reference,20,33143020.5,33107812.5,33193812.5,86000.0,33148810.45,71095.89639906681,True,0
incremental_valid_n64_001,incremental_valid,64,python_sort,20,1458.0,1416.5,1500.0,83.5,1589.5,360.9224293390479,True,0
incremental_valid_n64_001,incremental_valid,64,simplified_jordan_paper_ordinary_list,20,1332312.5,1319645.5,1348000.5,28355.0,1341283.45,30404.450021380613,True,0
incremental_valid_n64_001,incremental_valid,64,simplified_jordan_reference,20,591416.5,585083.5,600917.0,15833.5,594881.25,11677.764615194756,True,0
incremental_valid_n64_002,incremental_valid,64,python_sort,20,1500.0,1458.0,1541.5,83.5,1539.6,225.7493719755792,True,0
incremental_valid_n64_002,incremental_valid,64,simplified_jordan_paper_ordinary_list,20,1316771.0,1309333.5,1329791.5,20458.0,1321056.3,18784.77260722799,True,0
incremental_valid_n64_002,incremental_valid,64,simplified_jordan_reference,20,588229.0,580916.0,598854.0,17938.0,593216.65,17518.98933420833,True,0
incremental_valid_n64_003,incremental_valid,64,python_sort,20,1458.0,1416.5,1500.0,83.5,1458.2,46.784612855083026,True,0
incremental_valid_n64_003,incremental_valid,64,simplified_jordan_paper_ordinary_list,20,1294208.0,1283896.0,1308625.0,24729.0,1299060.4,17969.300002182084,True,0
incremental_valid_n64_003,incremental_valid,64,simplified_jordan_reference,20,583104.0,578583.5,586750.0,8166.5,584441.75,8972.69860758911,True,0
incremental_valid_n64_004,incremental_valid,64,python_sort,20,1417.0,1375.0,1458.0,83.0,1458.35,188.21300223556904,True,0
incremental_valid_n64_004,incremental_valid,64,simplified_jordan_paper_ordinary_list,20,1304312.5,1296729.0,1314063.0,17334.0,1312412.5,29166.571995134575,True,0
incremental_valid_n64_004,incremental_valid,64,simplified_jordan_reference,20,588854.0,585500.0,595000.0,9500.0,590814.55,6713.120667962969,True,0
incremental_valid_n64_005,incremental_valid,64,python_sort,20,1458.0,1417.0,1500.0,83.0,1458.4,58.80243460767142,True,0
incremental_valid_n64_005,incremental_valid,64,simplified_jordan_paper_ordinary_list,20,1216625.0,1208583.0,1224229.0,15646.0,1217068.55,11345.844439705666,True,0
incremental_valid_n64_005,incremental_valid,64,simplified_jordan_reference,20,577562.5,575646.0,582854.0,7208.0,581108.35,11155.79685174342,True,0
incremental_valid_n64_006,incremental_valid,64,python_sort,20,1312.5,1291.5,1395.5,104.0,1349.95,120.5271207741447,True,0
incremental_valid_n64_006,incremental_valid,64,simplified_jordan_paper_ordinary_list,20,1270187.0,1262958.5,1284854.0,21895.5,1281370.8,31815.07406477892,True,0
incremental_valid_n64_006,incremental_valid,64,simplified_jordan_reference,20,589437.5,585812.0,594396.0,8584.0,590760.35,6571.464038393175,True,0
incremental_valid_n64_007,incremental_valid,64,python_sort,20,1417.0,1416.0,1500.0,84.0,1518.75,222.7993846254376,True,0
incremental_valid_n64_007,incremental_valid,64,simplified_jordan_paper_ordinary_list,20,1216708.0,1207583.5,1230687.5,23104.0,1221318.75,20608.60326193638,True,0
incremental_valid_n64_007,incremental_valid,64,simplified_jordan_reference,20,592708.5,588854.5,596333.0,7478.5,593512.45,5636.988142009694,True,0
incremental_valid_n64_008,incremental_valid,64,python_sort,20,1395.5,1375.0,1437.5,62.5,1398,45.78324216520598,True,0
incremental_valid_n64_008,incremental_valid,64,simplified_jordan_paper_ordinary_list,20,1267291.5,1249938.0,1278875.0,28937.0,1270370.9,27009.4829563326,True,0
incremental_valid_n64_008,incremental_valid,64,simplified_jordan_reference,20,578728.5,573604.0,585458.5,11854.5,579825,7653.978456366749,True,0
incremental_valid_n64_009,incremental_valid,64,python_sort,20,1416.5,1375.0,1437.5,62.5,1410.45,41.24825355154605,True,0
incremental_valid_n64_009,incremental_valid,64,simplified_jordan_paper_ordinary_list,20,1297875.0,1286042.0,1316521.0,30479.0,1304595.9,26057.44812787396,True,0
incremental_valid_n64_009,incremental_valid,64,simplified_jordan_reference,20,581520.5,578250.5,586208.5,7958.0,581850.05,5806.3667276805545,True,0
incremental_valid_n64_010,incremental_valid,64,python_sort,20,1375.0,1333.5,1416.5,83.0,1391.6,86.86129293607317,True,0
incremental_valid_n64_010,incremental_valid,64,simplified_jordan_paper_ordinary_list,20,1297562.0,1290062.5,1305875.0,15812.5,1299801.8,12987.024433722501,True,0
incremental_valid_n64_010,incremental_valid,64,simplified_jordan_reference,20,576250.5,574416.5,588146.0,13729.5,581616.75,12542.390466670262,True,0
nested_valid_n128_001,nested_valid,128,python_sort,20,2166.5,2104.0,2354.0,250.0,2285.4,402.8775966652115,True,0
nested_valid_n128_001,nested_valid,128,simplified_jordan_paper_ordinary_list,20,2435645.5,2426604.5,2462875.0,36270.5,2444923,26640.256897765594,True,0
nested_valid_n128_001,nested_valid,128,simplified_jordan_reference,20,2215437.5,2208104.5,2224187.5,16083.0,2218356.4,19035.648862622274,True,0
nested_valid_n256_001,nested_valid,256,python_sort,20,4916.0,4541.5,5271.0,729.5,4945.8,660.9116192207946,True,0
nested_valid_n256_001,nested_valid,256,simplified_jordan_paper_ordinary_list,20,6183083.5,6150979.0,6202166.5,51187.5,6189945.9,60867.077072567685,True,0
nested_valid_n256_001,nested_valid,256,simplified_jordan_reference,20,8507291.5,8480562.5,8535125.0,54562.5,8518068.7,58391.250551413046,True,0
nested_valid_n32_001,nested_valid,32,python_sort,20,666.0,645.5,667.0,21.5,676.9,55.42553088319688,True,0
nested_valid_n32_001,nested_valid,32,simplified_jordan_paper_ordinary_list,20,473958.5,471750.0,476479.5,4729.5,476035.45,8590.84433369558,True,0
nested_valid_n32_001,nested_valid,32,simplified_jordan_reference,20,184875.0,182000.0,185479.0,3479.0,185608.4,6046.926103836821,True,0
nested_valid_n512_001,nested_valid,512,python_sort,20,10021.0,9583.0,10292.0,709.0,9970.95,571.5009301461326,True,0
nested_valid_n512_001,nested_valid,512,simplified_jordan_paper_ordinary_list,20,18061416.5,17872792.0,18136979.0,264187.0,18006877.15,162807.25979651522,True,0
nested_valid_n512_001,nested_valid,512,simplified_jordan_reference,20,34370625.0,34303104.5,34449083.0,145978.5,34381216.55,140967.79494341215,True,0
nested_valid_n64_001,nested_valid,64,python_sort,20,1125.0,1125.0,1167.0,42.0,1208.25,267.1435401663899,True,0
nested_valid_n64_001,nested_valid,64,simplified_jordan_paper_ordinary_list,20,1057979.5,1052333.5,1071208.5,18875.0,1060689.65,10645.349952345143,True,0
nested_valid_n64_001,nested_valid,64,simplified_jordan_reference,20,605250.0,603521.0,611708.0,8187.0,609839.6,8828.925936941594,True,0
